"InvEventFK","newtaxa","InvCount.sum"
"CBay13_1533","Physa",15
"CBay13_1533","Piona",1
"CBay13_1533","Pisidium amnicum",39
"CBay13_1533","Pisidium casertanum",1
"CBay13_1533","Platyhelminthes",5
"CBay13_1533","Polypedilum halterale group",1
"CBay13_1533","Potthastia longimana",1
"CBay13_1533","Probezzia",4
"CBay13_1533","Procladius",15
"CBay13_1533","Spirosperma ferox",363
"CBay13_1533","Stempellinella",1
"CBay13_1533","Stictochironomus",3
"CBay13_1533","Stylaria lacustris",9
"CBay13_1533","Tanytarsus",45
"CBay13_1533","Tubificinae With setal hair chaeta",2
"CBay13_1533","Valvata lewisi",1
"CBay13_1533","Valvata tricarinata",31
"CBay13_1538","Ablabesmyia annulata",1
"CBay13_1538","Amnicola limosa",1
"CBay13_1538","Arrenurus",1
"CBay13_1538","Bythotrephes longimanus",2
"CBay13_1538","Cincinnatia cincinnatiensis",1
"CBay13_1538","Cladotanytarsus mancus group",10
"CBay13_1538","Cladotanytarsus vanderwulpi group Sp. 3",21
"CBay13_1538","Cryptochironomus",4
"CBay13_1538","Demicryptochironomus",2
"CBay13_1538","Enchytraeidae",1
"CBay13_1538","Heterotrissocladius marcidus group",1
"CBay13_1538","Hygrobates",1
"CBay13_1538","Limnodrilus hoffmeisteri",5
"CBay13_1538","Monodiamesa depectinata",4
"CBay13_1538","Nematoda",1
"CBay13_1538","Palmacorixa gillettei",4
"CBay13_1538","Piguetiella michiganensis",1
"CBay13_1538","Pisidium fallax",12
"CBay13_1538","Polypedilum halterale group",1
"CBay13_1538","Probezzia",2
"CBay13_1538","Procladius",7
"CBay13_1538","Robackia demeijerei",7
"CBay13_1538","Spirosperma ferox",19
"CBay13_1538","Stempellinella",3
"CBay13_1538","Stylodrilus heringianus",2
"CBay13_1538","Uncinais uncinata",1
"CBay13_1538","Valvata tricarinata",2
"CBay13_1540","Bythotrephes longimanus",16
"CBay13_1540","Diporeia",147
"CBay13_1540","Limnodrilus hoffmeisteri",12
"CBay13_1540","Limnodrilus profundicola",1
"CBay13_1540","Monodiamesa tuberculata",5
"CBay13_1540","Nematoda",39
"CBay13_1540","Pisidium fallax",79
"CBay13_1540","Procladius",2
"CBay13_1540","Protanypus",1
"CBay13_1540","Spirosperma ferox",38
"CBay13_1540","Stictochironomus",1
"CBay13_1542","Bythotrephes longimanus",1
"CBay13_1542","Caenis hilaris",1
"CBay13_1542","Diporeia",1
"CBay13_1542","Hygrobates",3
"CBay13_1542","Limnesia",2
"CBay13_1542","Monodiamesa depectinata",5
"CBay13_1542","Nematoda",1
"CBay13_1542","Paracladopelma",1
"CBay13_1542","Pisidium fallax",3
"CBay13_1542","Valvata tricarinata",6
"CBay13_1545","Amnicola limosa",10
"CBay13_1545","Aulodrilus americanus",15
"CBay13_1545","Bythotrephes longimanus",3
"CBay13_1545","Caecidotea racovitzai",3
"CBay13_1545","Cladotanytarsus mancus group",30
"CBay13_1545","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_1545","Cryptochironomus",6
"CBay13_1545","Ephemera simulans",2
"CBay13_1545","Gammarus fasciatus",11
"CBay13_1545","Heterotrissocladius marcidus group",5
"CBay13_1545","Hexagenia limbata",5
"CBay13_1545","Hyalella",1
"CBay13_1545","Lebertia",4
"CBay13_1545","Limnesia",1
"CBay13_1545","Manayunkia speciosa",21
"CBay13_1545","Musculium transversum",1
"CBay13_1545","Nematoda",4
"CBay13_1545","Nilothauma",1
"CBay13_1545","Phylocentropus placidus",1
"CBay13_1545","Pisidium lilljeborgi f. cristatum",44
"CBay13_1545","Polypedilum halterale group",1
"CBay13_1545","Probezzia",4
"CBay13_1545","Procladius",6
"CBay13_1545","Pseudochironomus",1
"CBay13_1545","Sialis",1
"CBay13_1545","Sphaerium nitidum",1
"CBay13_1545","Spirosperma ferox",286
"CBay13_1545","Stictochironomus",1
"CBay13_1545","Stylodrilus heringianus",2
"CBay13_1545","Tanytarsus",1
"CBay13_1545","Valvata lewisi",4
"CBay13_1549","Amnicola limosa",1
"CBay13_1549","Bythotrephes longimanus",10
"CBay13_1549","Enchytraeidae",1
"CBay13_1549","Limnodrilus hoffmeisteri",92
"CBay13_1549","Lipinella",1
"CBay13_1549","Lymnaea",1
"CBay13_1549","Nematoda",1
"CBay13_1549","Polypedilum scalaenum group",3
"CBay13_1549","Spirosperma ferox",1
"CBay13_1549","Stylodrilus heringianus",3
"CBay13_1549","Tubificinae With setal hair chaeta",2
"CBay13_1550","Ablabesmyia annulata",1
"CBay13_1550","Caecidotea racovitzai",1
"CBay13_1550","Cladotanytarsus mancus group",6
"CBay13_1550","Corynoneura",1
"CBay13_1550","Cryptochironomus",3
"CBay13_1550","Demicryptochironomus",1
"CBay13_1550","Dicrotendipes",9
"CBay13_1550","Epoicocladius flavens",1
"CBay13_1550","Gammarus fasciatus",2
"CBay13_1550","Gyraulus parvus",1
"CBay13_1550","Heterotrissocladius marcidus group",6
"CBay13_1550","Hexagenia limbata",1
"CBay13_1550","Limnesia",7
"CBay13_1550","Limnodrilus hoffmeisteri",11
"CBay13_1550","Lymnaea",6
"CBay13_1550","Microtendipes pedellus group",18
"CBay13_1550","Monodiamesa depectinata",1
"CBay13_1550","Mystacides sepulchralis",10
"CBay13_1550","Nematoda",23
"CBay13_1550","Oecetis nocturna",4
"CBay13_1550","Orthocladius",1
"CBay13_1550","Palmacorixa gillettei",1
"CBay13_1550","Parakiefferiella",3
"CBay13_1550","Paratanytarsus",1
"CBay13_1550","Pisidium amnicum",22
"CBay13_1550","Potthastia longimana",1
"CBay13_1550","Probezzia",14
"CBay13_1550","Procladius",4
"CBay13_1550","Pseudochironomus",11
"CBay13_1550","Spirosperma ferox",5
"CBay13_1550","Stempellinella",2
"CBay13_1550","Stictochironomus",3
"CBay13_1550","Stylodrilus heringianus",2
"CBay13_1550","Tanytarsus",22
"CBay13_1550","Valvata tricarinata",9
"CBay13_1551","Arcteonais lomondi",2
"CBay13_1551","Bythotrephes longimanus",2
"CBay13_1551","Caecidotea racovitzai",1
"CBay13_1551","Diporeia",31
"CBay13_1551","Enchytraeidae",3
"CBay13_1551","Hydra",2
"CBay13_1551","Limnesia",1
"CBay13_1551","Monodiamesa tuberculata",1
"CBay13_1551","Nematoda",33
"CBay13_1551","Paracladopelma",6
"CBay13_1551","Pisidium fallax",62
"CBay13_1551","Platyhelminthes",3
"CBay13_1551","Procladius",1
"CBay13_1551","Spirosperma ferox",7
"CBay13_1551","Stempellinella",2
"CBay13_1551","Stylaria lacustris",1
"CBay13_1551","Stylodrilus heringianus",14
"CBay13_1551","Tanytarsus",1
"CBay13_1551","Valvata lewisi",5
"CBay13_1552","Amnicola limosa",1
"CBay13_1552","Bythotrephes longimanus",6
"CBay13_1552","Cladotanytarsus mancus group",3
"CBay13_1552","Cladotanytarsus Species Group A",1
"CBay13_1552","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_1552","Corynoneura",3
"CBay13_1552","Crassiclitellata",1
"CBay13_1552","Dicrotendipes",1
"CBay13_1552","Enchytraeidae",2
"CBay13_1552","Heterotrissocladius marcidus group",2
"CBay13_1552","Hexagenia limbata",1
"CBay13_1552","Hyalella",17
"CBay13_1552","Lebertia",1
"CBay13_1552","Limnodrilus hoffmeisteri",2
"CBay13_1552","Monodiamesa bathyphila",1
"CBay13_1552","Nanocladius balticus group",1
"CBay13_1552","Nematoda",2
"CBay13_1552","Orthocladius",3
"CBay13_1552","Parakiefferiella",1
"CBay13_1552","Pisidium fallax",5
"CBay13_1552","Polypedilum tuberculum",1
"CBay13_1552","Probezzia",10
"CBay13_1552","Procladius",15
"CBay13_1552","Pseudochironomus",2
"CBay13_1552","Sparganophilidae",1
"CBay13_1552","Stempellinella",2
"CBay13_1552","Stictochironomus",22
"CBay13_1552","Stylodrilus heringianus",29
"CBay13_1552","Tanytarsus",63
"CBay13_1552","Tricorythodes",2
"CBay13_1553","Bythotrephes longimanus",14
"CBay13_1553","Chironomus",2
"CBay13_1553","Diporeia",73
"CBay13_1553","Hygrobates",2
"CBay13_1553","Limnodrilus claparedianus",16
"CBay13_1553","Limnodrilus hoffmeisteri",3
"CBay13_1553","Pisidium casertanum",54
"CBay13_1553","Pisidium nitidum",1
"CBay13_1553","Platyhelminthes",1
"CBay13_1553","Protanypus",3
"CBay13_1553","Spirosperma ferox",4
"CBay13_1553","Valvata lewisi",2
"CBay13_1554","Amnicola limosa",22
"CBay13_1554","Arcteonais lomondi",3
"CBay13_1554","Bythotrephes longimanus",15
"CBay13_1554","Cincinnatia cincinnatiensis",3
"CBay13_1554","Cladotanytarsus mancus group",34
"CBay13_1554","Cladotanytarsus vanderwulpi group Sp. 3",3
"CBay13_1554","Cryptochironomus",4
"CBay13_1554","Gyraulus parvus",6
"CBay13_1554","Hexagenia limbata",4
"CBay13_1554","Limnodrilus hoffmeisteri",5
"CBay13_1554","Manayunkia speciosa",1
"CBay13_1554","Marstonia lustrica",1
"CBay13_1554","Monodiamesa depectinata",2
"CBay13_1554","Nematoda",5
"CBay13_1554","Oecetis nocturna",1
"CBay13_1554","Pagastiella",2
"CBay13_1554","Paracladopelma",2
"CBay13_1554","Pisidium lilljeborgi f. cristatum",22
"CBay13_1554","Platyhelminthes",4
"CBay13_1554","Probezzia",2
"CBay13_1554","Procladius",2
"CBay13_1554","Sialis",2
"CBay13_1554","Sphaerium striatinum",1
"CBay13_1554","Spirosperma ferox",132
"CBay13_1554","Stylodrilus heringianus",1
"CBay13_1554","Valvata lewisi",3
"CBay13_1554","Valvata tricarinata",2
"CBay13_1555","Bythotrephes longimanus",9
"CBay13_1555","Diporeia",185
"CBay13_1555","Heterotrissocladius subpilosus group",3
"CBay13_1555","Limnodrilus hoffmeisteri",30
"CBay13_1555","Monodiamesa tuberculata",1
"CBay13_1555","Nematoda",18
"CBay13_1555","Pisidium fallax",87
"CBay13_1555","Platyhelminthes",1
"CBay13_1555","Procladius",2
"CBay13_1555","Protanypus",3
"CBay13_1555","Spirosperma ferox",17
"CBay13_1557","Amnicola limosa",6
"CBay13_1557","Bythotrephes longimanus",4
"CBay13_1557","Cladotanytarsus mancus group",79
"CBay13_1557","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_1557","Cryptochironomus",19
"CBay13_1557","Ephemera simulans",1
"CBay13_1557","Heterotrissocladius marcidus group",1
"CBay13_1557","Limnesia",2
"CBay13_1557","Limnodrilus hoffmeisteri",45
"CBay13_1557","Nanocladius balticus group",1
"CBay13_1557","Nematoda",7
"CBay13_1557","Nilothauma",1
"CBay13_1557","Palmacorixa gillettei",1
"CBay13_1557","Pisidium fallax",4
"CBay13_1557","Platyhelminthes",3
"CBay13_1557","Potthastia longimana",1
"CBay13_1557","Probezzia",2
"CBay13_1557","Procladius",4
"CBay13_1557","Spirosperma ferox",3
"CBay13_1557","Stempellina",2
"CBay13_1557","Stempellinella",3
"CBay13_1557","Tanytarsus",5
"CBay13_1557","Uncinais uncinata",2
"CBay13_1557","Valvata tricarinata",24
"CBay13_1559","Bythotrephes longimanus",9
"CBay13_1559","Enchytraeidae",7
"CBay13_1559","Nematoda",1
"CBay13_1559","Parachironomus tenuicaudatus complex",2
"CBay13_1559","Robackia demeijerei",17
"CBay13_1560","Amnicola limosa",2
"CBay13_1560","Aulodrilus americanus",5
"CBay13_1560","Bythotrephes longimanus",1
"CBay13_1560","Caecidotea racovitzai",2
"CBay13_1560","Demicryptochironomus",1
"CBay13_1560","Diporeia",1
"CBay13_1560","Hexagenia limbata",1
"CBay13_1560","Manayunkia speciosa",152
"CBay13_1560","Nematoda",20
"CBay13_1560","Oecetis nocturna",1
"CBay13_1560","Pisidium casertanum",15
"CBay13_1560","Probezzia",7
"CBay13_1560","Procladius",3
"CBay13_1560","Spirosperma ferox",172
"CBay13_1560","Stempellinella",2
"CBay13_1560","Stylodrilus heringianus",7
"CBay13_1560","Tanytarsus",60
"CBay13_1562","Bythotrephes longimanus",3
"CBay13_1562","Cladotanytarsus mancus group",3
"CBay13_1562","Cladotanytarsus vanderwulpi group Sp. 3",4
"CBay13_1562","Cryptochironomus",1
"CBay13_1562","Diporeia",3
"CBay13_1562","Helobdella stagnalis",1
"CBay13_1562","Limnesia",1
"CBay13_1562","Limnodrilus hoffmeisteri",3
"CBay13_1562","Nematoda",38
"CBay13_1562","Palmacorixa gillettei",2
"CBay13_1562","Phryganeidae",1
"CBay13_1562","Pisidium compressum",1
"CBay13_1562","Pisidium fallax",30
"CBay13_1562","Pisidium nitidum",1
"CBay13_1562","Potthastia longimana",3
"CBay13_1562","Pseudochironomus",2
"CBay13_1562","Sphaerium striatinum",1
"CBay13_1562","Spirosperma ferox",1
"CBay13_1562","Stictochironomus",1
"CBay13_1562","Tanytarsus",3
"CBay13_1563","Ablabesmyia annulata",1
"CBay13_1563","Amnicola limosa",21
"CBay13_1563","Bythotrephes longimanus",14
"CBay13_1563","Enchytraeidae",4
"CBay13_1563","Hyalella",2
"CBay13_1563","Hygrobates",6
"CBay13_1563","Limnesia",1
"CBay13_1563","Limnodrilus hoffmeisteri",22
"CBay13_1563","Nematoda",2
"CBay13_1563","Orthocladius",1
"CBay13_1563","Palmacorixa gillettei",2
"CBay13_1563","Parachironomus tenuicaudatus complex",1
"CBay13_1563","Pisidium fallax",9
"CBay13_1563","Polypedilum tuberculum",2
"CBay13_1563","Probezzia",1
"CBay13_1563","Procladius",1
"CBay13_1563","Stictochironomus",4
"CBay13_1563","Stylodrilus heringianus",2
"CBay13_1563","Tanytarsus",5
"CBay13_1564","Amnicola limosa",5
"CBay13_1564","Cladotanytarsus mancus group",1
"CBay13_1564","Hyalella",4
"CBay13_1564","Monodiamesa depectinata",1
"CBay13_1564","Pisidium fallax",7
"CBay13_1564","Spirosperma ferox",1
"CBay13_1565","Cladotanytarsus mancus group",22
"CBay13_1565","Cryptochironomus",1
"CBay13_1565","Gammarus fasciatus",3
"CBay13_1565","Lebertia",1
"CBay13_1565","Limnodrilus hoffmeisteri",1
"CBay13_1565","Nematoda",1
"CBay13_1565","Paracladopelma",1
"CBay13_1565","Polypedilum halterale group",2
"CBay13_1565","Robackia demeijerei",1
"CBay13_1565","Spirosperma ferox",2
"CBay13_1565","Stictochironomus",4
"CBay13_1565","Tanytarsus",1
"CBay13_1570","Amnicola limosa",22
"CBay13_1570","Bythotrephes longimanus",2
"CBay13_1570","Caenis hilaris",2
"CBay13_1570","Cladotanytarsus mancus group",12
"CBay13_1570","Cladotanytarsus vanderwulpi group Sp. 3",5
"CBay13_1570","Cryptochironomus",2
"CBay13_1570","Diporeia",1
"CBay13_1570","Gyraulus parvus",1
"CBay13_1570","Helisoma anceps",1
"CBay13_1570","Lebertia",1
"CBay13_1570","Limnodrilus hoffmeisteri",8
"CBay13_1570","Palmacorixa gillettei",1
"CBay13_1570","Pisidium fallax",14
"CBay13_1570","Polypedilum scalaenum group",4
"CBay13_1570","Polypedilum tuberculum",1
"CBay13_1570","Procladius",5
"CBay13_1570","Pseudochironomus",1
"CBay13_1570","Robackia demeijerei",1
"CBay13_1570","Stempellina",1
"CBay13_1570","Stempellinella",4
"CBay13_1570","Stictochironomus",2
"CBay13_1570","Stylodrilus heringianus",12
"CBay13_1570","Valvata tricarinata",6
"CBay13_1571","Bythotrephes longimanus",8
"CBay13_1571","Diporeia",6
"CBay13_1571","Heterotrissocladius marcidus group",10
"CBay13_1571","Limnesia",2
"CBay13_1571","Limnodrilus hoffmeisteri",1
"CBay13_1571","Oecetis nocturna",2
"CBay13_1571","Palmacorixa gillettei",1
"CBay13_1571","Pisidium fallax",7
"CBay13_1571","Polypedilum scalaenum group",1
"CBay13_1571","Probezzia",1
"CBay13_1571","Robackia demeijerei",1
"CBay13_1571","Stictochironomus",2
"CBay13_1571","Stylodrilus heringianus",2
"CBay13_1571","Succinea",1
"CBay13_1572","Bythotrephes longimanus",9
"CBay13_1572","Diporeia",146
"CBay13_1572","Heterotrissocladius subpilosus group",2
"CBay13_1572","Lebertia",1
"CBay13_1572","Limnodrilus hoffmeisteri",5
"CBay13_1572","Nematoda",13
"CBay13_1572","Procladius",1
"CBay13_1572","Protanypus",1
"CBay13_1572","Spirosperma ferox",3
"CBay13_1573","Amnicola limosa",1
"CBay13_1573","Aulodrilus americanus",37
"CBay13_1573","Caecidotea racovitzai",68
"CBay13_1573","Gammarus fasciatus",9
"CBay13_1573","Hexagenia limbata",2
"CBay13_1573","Hyalella",6
"CBay13_1573","Lebertia",2
"CBay13_1573","Manayunkia speciosa",11
"CBay13_1573","Nematoda",9
"CBay13_1573","Oecetis nocturna",1
"CBay13_1573","Paratendipes",29
"CBay13_1573","Phylocentropus placidus",1
"CBay13_1573","Pisidium nitidum",3
"CBay13_1573","Pisidium subtruncatum",21
"CBay13_1573","Platyhelminthes",1
"CBay13_1573","Polypedilum halterale group",41
"CBay13_1573","Procladius",2
"CBay13_1573","Sparganophilidae",1
"CBay13_1573","Spirosperma ferox",36
"CBay13_1573","Tanytarsus",2
"CBay13_1574","Bythotrephes longimanus",8
"CBay13_1574","Diporeia",218
"CBay13_1574","Heterotrissocladius subpilosus group",1
"CBay13_1574","Limnodrilus hoffmeisteri",4
"CBay13_1574","Nematoda",30
"CBay13_1574","Pisidium fallax",146
"CBay13_1574","Procladius",1
"CBay13_1574","Protanypus",1
"CBay13_1574","Spirosperma ferox",1
"CBay13_1574","Valvata lewisi",2
"CBay13_1575","Bythotrephes longimanus",7
"CBay13_1575","Diporeia",156
"CBay13_1575","Forelia",1
"CBay13_1575","Heterotrissocladius subpilosus group",3
"CBay13_1575","Hygrobates",3
"CBay13_1575","Limnodrilus claparedianus",12
"CBay13_1575","Limnodrilus hoffmeisteri",1
"CBay13_1575","Monodiamesa tuberculata",1
"CBay13_1575","Nematoda",25
"CBay13_1575","Pisidium fallax",65
"CBay13_1575","Platyhelminthes",1
"CBay13_1575","Protanypus",2
"CBay13_1575","Spirosperma ferox",16
"CBay13_1575","Valvata lewisi",3
"CBay13_1578","Ablabesmyia annulata",1
"CBay13_1578","Amnicola limosa",3
"CBay13_1578","Cladotanytarsus mancus group",4
"CBay13_1578","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_1578","Demicryptochironomus",1
"CBay13_1578","Diporeia",1
"CBay13_1578","Gammarus fasciatus",3
"CBay13_1578","Gyraulus parvus",20
"CBay13_1578","Heterotrissocladius marcidus group",34
"CBay13_1578","Hydra",1
"CBay13_1578","Limnodrilus hoffmeisteri",1
"CBay13_1578","Oecetis nocturna",1
"CBay13_1578","Physa",1
"CBay13_1578","Platyhelminthes",3
"CBay13_1578","Polypedilum halterale group",1
"CBay13_1578","Polypedilum scalaenum group",2
"CBay13_1578","Polypedilum tuberculum",7
"CBay13_1578","Procladius",2
"CBay13_1578","Robackia demeijerei",1
"CBay13_1578","Sphaerium striatinum",2
"CBay13_1578","Spirosperma ferox",7
"CBay13_1578","Stictochironomus",4
"CBay13_1578","Stylodrilus heringianus",4
"CBay13_1578","Valvata tricarinata",2
"CBay13_1579","Bythotrephes longimanus",4
"CBay13_1579","Cladotanytarsus mancus group",5
"CBay13_1579","Cladotanytarsus vanderwulpi group Sp. 3",2
"CBay13_1579","Enchytraeidae",1
"CBay13_1579","Heterotrissocladius marcidus group",1
"CBay13_1579","Hyalella",1
"CBay13_1579","Hygrobates",2
"CBay13_1579","Lebertia",1
"CBay13_1579","Limnesia",1
"CBay13_1579","Limnodrilus hoffmeisteri",25
"CBay13_1579","Mystacides sepulchralis",2
"CBay13_1579","Nematoda",1
"CBay13_1579","Paracladopelma",1
"CBay13_1579","Parakiefferiella",6
"CBay13_1579","Pisidium fallax",1
"CBay13_1579","Platyhelminthes",2
"CBay13_1579","Polypedilum scalaenum group",2
"CBay13_1579","Pseudochironomus",1
"CBay13_1579","Robackia demeijerei",28
"CBay13_1579","Stempellinella",1
"CBay13_1579","Stictochironomus",1
"CBay13_1579","Tanytarsus",5
"CBay13_1579","Tribelos jucundum",1
"CBay13_1579","Uncinais uncinata",1
"CBay13_1580","Amnicola limosa",17
"CBay13_1580","Arrenurus",1
"CBay13_1580","Bythotrephes longimanus",11
"CBay13_1580","Caecidotea racovitzai",64
"CBay13_1580","Caenis hilaris",4
"CBay13_1580","Cincinnatia cincinnatiensis",6
"CBay13_1580","Cladotanytarsus mancus group",1
"CBay13_1580","Dicrotendipes",1
"CBay13_1580","Ephemera simulans",1
"CBay13_1580","Epoicocladius flavens",1
"CBay13_1580","Gammarus fasciatus",11
"CBay13_1580","Gyraulus parvus",12
"CBay13_1580","Heterotrissocladius marcidus group",4
"CBay13_1580","Hexagenia limbata",8
"CBay13_1580","Lepidostoma",2
"CBay13_1580","Limnesia",5
"CBay13_1580","Limnodrilus hoffmeisteri",5
"CBay13_1580","Lymnaea",20
"CBay13_1580","Manayunkia speciosa",106
"CBay13_1580","Musculium transversum",12
"CBay13_1580","Nematoda",5
"CBay13_1580","Pagastiella",1
"CBay13_1580","Phylocentropus placidus",1
"CBay13_1580","Pisidium lilljeborgi",171
"CBay13_1580","Pisidium nitidum",3
"CBay13_1580","Potthastia longimana",3
"CBay13_1580","Probezzia",3
"CBay13_1580","Procladius",16
"CBay13_1580","Pseudochironomus",4
"CBay13_1580","Sialis",2
"CBay13_1580","Sphaerium striatinum",1
"CBay13_1580","Spirosperma ferox",212
"CBay13_1580","Stempellinella",1
"CBay13_1580","Stylaria lacustris",5
"CBay13_1580","Stylodrilus heringianus",4
"CBay13_1580","Synorthocladius",1
"CBay13_1580","Tanytarsus",123
"CBay13_1580","Tubificinae With setal hair chaeta",3
"CBay13_1580","Valvata tricarinata",7
"CBay13_1581","Amnicola limosa",15
"CBay13_1581","Bythotrephes longimanus",7
"CBay13_1581","Caecidotea racovitzai",33
"CBay13_1581","Caenis hilaris",1
"CBay13_1581","Chironomus",1
"CBay13_1581","Cladotanytarsus mancus group",1
"CBay13_1581","Heterotrissocladius marcidus group",9
"CBay13_1581","Hexagenia limbata",5
"CBay13_1581","Hyalella",6
"CBay13_1581","Lebertia",2
"CBay13_1581","Limnodrilus hoffmeisteri",3
"CBay13_1581","Manayunkia speciosa",34
"CBay13_1581","Monodiamesa depectinata",2
"CBay13_1581","Monodiamesa tuberculata",1
"CBay13_1581","Mystacides sepulchralis",3
"CBay13_1581","Nematoda",15
"CBay13_1581","Pagastiella",16
"CBay13_1581","Phylocentropus placidus",1
"CBay13_1581","Pisidium punctatum",66
"CBay13_1581","Polypedilum halterale group",2
"CBay13_1581","Probezzia",1
"CBay13_1581","Procladius",10
"CBay13_1581","Sialis",1
"CBay13_1581","Spirosperma ferox",117
"CBay13_1581","Tanytarsus",38
"CBay13_1581","Tubificinae With setal hair chaeta",1
"CBay13_1581","Valvata lewisi",3
"CBay13_1585","Bythotrephes longimanus",1
"CBay13_1585","Cladotanytarsus mancus group",48
"CBay13_1585","Cladotanytarsus Species Group B",4
"CBay13_1585","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_1585","Crassiclitellata",1
"CBay13_1585","Cryptochironomus",10
"CBay13_1585","Dicrotendipes",1
"CBay13_1585","Gyraulus parvus",7
"CBay13_1585","Hexagenia limbata",1
"CBay13_1585","Hygrobates",2
"CBay13_1585","Lebertia",1
"CBay13_1585","Limnesia",4
"CBay13_1585","Limnodrilus hoffmeisteri",50
"CBay13_1585","Lirceus",1
"CBay13_1585","Lymnaea",2
"CBay13_1585","Monodiamesa depectinata",4
"CBay13_1585","Nebrioporus",1
"CBay13_1585","Nematoda",1
"CBay13_1585","Neumania",1
"CBay13_1585","Oecetis nocturna",4
"CBay13_1585","Palmacorixa gillettei",1
"CBay13_1585","Physa",5
"CBay13_1585","Pisidium fallax",69
"CBay13_1585","Polypedilum scalaenum group",3
"CBay13_1585","Probythinella lacustris",2
"CBay13_1585","Procladius",2
"CBay13_1585","Spirosperma ferox",1
"CBay13_1585","Stempellina",1
"CBay13_1585","Stempellinella",1
"CBay13_1585","Stictochironomus",10
"CBay13_1585","Tanytarsus",8
"CBay13_1585","Valvata tricarinata",4
"CBay13_1587","Arcteonais lomondi",1
"CBay13_1587","Bythotrephes longimanus",2
"CBay13_1587","Cladotanytarsus mancus group",11
"CBay13_1587","Cladotanytarsus vanderwulpi group Sp. 3",2
"CBay13_1587","Diporeia",4
"CBay13_1587","Heterotrissocladius marcidus group",12
"CBay13_1587","Hygrobates",1
"CBay13_1587","Lebertia",1
"CBay13_1587","Limnodrilus hoffmeisteri",1
"CBay13_1587","Manayunkia speciosa",1
"CBay13_1587","Nematoda",1
"CBay13_1587","Oecetis nocturna",1
"CBay13_1587","Pisidium fallax",2
"CBay13_1587","Polypedilum tuberculum",1
"CBay13_1587","Robackia demeijerei",1
"CBay13_1587","Stempellinella",4
"CBay13_1587","Stylodrilus heringianus",13
"CBay13_1587","Valvata tricarinata",1
"CBay13_1589","Ablabesmyia annulata",2
"CBay13_1589","Amnicola limosa",18
"CBay13_1589","Bythotrephes longimanus",2
"CBay13_1589","Caenis hilaris",2
"CBay13_1589","Cladotanytarsus mancus group",1
"CBay13_1589","Cryptochironomus",2
"CBay13_1589","Dicrotendipes",3
"CBay13_1589","Epoicocladius flavens",1
"CBay13_1589","Gammarus fasciatus",10
"CBay13_1589","Gyraulus parvus",16
"CBay13_1589","Heterotrissocladius marcidus group",12
"CBay13_1589","Hexagenia limbata",18
"CBay13_1589","Hyalella",29
"CBay13_1589","Limnesia",2
"CBay13_1589","Limnodrilus hoffmeisteri",27
"CBay13_1589","Manayunkia speciosa",93
"CBay13_1589","Microtendipes pedellus group",1
"CBay13_1589","Monodiamesa depectinata",1
"CBay13_1589","Musculium transversum",1
"CBay13_1589","Nematoda",3
"CBay13_1589","Oecetis nocturna",1
"CBay13_1589","Pagastiella",1
"CBay13_1589","Parakiefferiella",1
"CBay13_1589","Physa",8
"CBay13_1589","Pisidium fallax",1
"CBay13_1589","Pisidium lilljeborgi f. cristatum",1
"CBay13_1589","Pisidium nitidum",56
"CBay13_1589","Polypedilum halterale group",4
"CBay13_1589","Probezzia",6
"CBay13_1589","Procladius",3
"CBay13_1589","Pseudochironomus",7
"CBay13_1589","Sialis",30
"CBay13_1589","Sparganophilidae",2
"CBay13_1589","Sphaerium striatinum",1
"CBay13_1589","Spirosperma ferox",55
"CBay13_1589","Stempellina",2
"CBay13_1589","Stictochironomus",4
"CBay13_1589","Stylodrilus heringianus",1
"CBay13_1589","Tanytarsus",9
"CBay13_1589","Valvata tricarinata",13
"CBay13_1591","Bythotrephes longimanus",1
"CBay13_1591","Caenis hilaris",1
"CBay13_1591","Chironomus",3
"CBay13_1591","Diporeia",3
"CBay13_1591","Harnischia",1
"CBay13_1591","Limnodrilus claparedianus",2
"CBay13_1591","Limnodrilus hoffmeisteri",14
"CBay13_1591","Manayunkia speciosa",2
"CBay13_1591","Mideopsis",1
"CBay13_1591","Nematoda",26
"CBay13_1591","Palmacorixa gillettei",1
"CBay13_1591","Paracladopelma",5
"CBay13_1591","Paralauterborniella nigrohalterale",1
"CBay13_1591","Piona",2
"CBay13_1591","Pisidium casertanum",44
"CBay13_1591","Procladius",10
"CBay13_1591","Spirosperma ferox",124
"CBay13_1591","Stempellinella",3
"CBay13_1591","Stictochironomus",1
"CBay13_1591","Tanytarsus",7
"CBay13_1593","Amnicola limosa",2
"CBay13_1593","Aulodrilus americanus",1
"CBay13_1593","Cladotanytarsus mancus group",3
"CBay13_1593","Hygrobates",2
"CBay13_1593","Limnesia",1
"CBay13_1593","Limnodrilus hoffmeisteri",1
"CBay13_1593","Lymnaea",10
"CBay13_1593","Monodiamesa depectinata",3
"CBay13_1593","Palmacorixa gillettei",2
"CBay13_1593","Polypedilum tuberculum",4
"CBay13_1593","Robackia demeijerei",3
"CBay13_1593","Spirosperma ferox",1
